X	Y	Z	Vp	Vs
83	65	140	3.246913	1.626839
43	85	24	2.211395	1.402579
127	85	183	3.240079	1.620948
87	85	109	2.144617	1.264868
27	5	9	2.163277	1.322898
53	5	146	2.84073	1.27671
87	85	110	2.155605	1.283756
43	85	9	2.141164	1.285169
107	111	159	3.116647	1.51455
77	25	135	3.04576	1.453445
107	111	130	3.017538	1.429117
77	111	83	3.069367	1.473794
123	45	10	3.194787	1.581906
107	171	177	3.118122	1.515822
113	5	162	2.206165	1.393686
93	105	187	2.927097	1.351157
27	5	116	3.312754	1.683594
83	45	158	3.155167	1.547754
53	125	105	2.866996	1.29935
53	5	199	2.14044	1.283808
127	85	193	2.81738	1.256582
57	25	95	3.26519	1.642594
67	71	81	3.086619	1.488666
107	131	117	2.783298	1.227203
77	25	131	3.034362	1.44362
127	165	176	2.103918	1.216049
83	165	153	2.159133	1.315698
103	45	81	2.979248	1.396112
123	45	184	2.76232	1.20912
83	165	131	2.864916	1.297557
83	165	184	2.883676	1.313729
43	85	182	2.158428	1.314463
107	171	168	3.367847	1.731084
93	125	149	2.97242	1.390226
93	105	145	2.16654	1.328092
93	105	154	2.138775	1.280776
93	125	195	2.734084	1.184781
27	151	21	2.182409	1.35457
27	5	175	3.119598	1.517094
93	125	157	2.951111	1.371858
43	85	151	2.174378	1.315343
73	91	117	3.088718	1.490475
53	5	184	2.163525	1.323284
43	85	185	2.128227	1.262154
53	5	160	2.983832	1.400063
83	165	179	3.022582	1.433465
7	191	14	2.935556	1.358449
143	65	21	3.151448	1.544548
123	45	134	3.3012	1.673635
107	111	175	2.129198	1.263855
113	5	120	2.934145	1.357233
127	165	182	3.077013	1.480385
83	65	112	3.056474	1.46268
33	45	98	2.156656	1.285558
107	85	118	3.039198	1.447789
127	165	175	2.123389	1.25342
77	25	97	2.165537	1.300587
133	125	156	3.117385	1.515186
53	5	170	3.184286	1.572854
57	25	168	3.003161	1.416724
83	65	132	3.156656	1.549037
113	5	110	3.04137	1.449661
67	71	161	2.164176	1.298318
107	111	187	2.835911	1.272556
143	15	6	2.156774	1.311633
123	45	152	3.216619	1.600726
97	25	124	3.025467	1.435952
107	171	193	2.890647	1.319738
27	5	2	2.152495	1.304687
67	71	159	2.159889	1.291378
7	75	0	3.136605	1.531753
83	45	153	3.120336	1.51773
